state,pollster,office_type,start_date,end_date,answer,candidate_id,candidate_name,candidate_party,pct
Colorado,SurveyMonkey,U.S. President,9/22/20,10/20/20,Biden,13256,Joseph R. Biden Jr.,DEM,59
Colorado,SurveyMonkey,U.S. President,9/22/20,10/20/20,Trump,13254,Donald Trump,REP,39
Colorado,SurveyMonkey,U.S. President,9/22/20,10/20/20,Biden,13256,Joseph R. Biden Jr.,DEM,58
Colorado,SurveyMonkey,U.S. President,9/22/20,10/20/20,Trump,13254,Donald Trump,REP,40
Arizona,SurveyMonkey,U.S. President,9/22/20,10/20/20,Biden,13256,Joseph R. Biden Jr.,DEM,54
Arizona,SurveyMonkey,U.S. President,9/22/20,10/20/20,Trump,13254,Donald Trump,REP,44
Arizona,SurveyMonkey,U.S. President,9/22/20,10/20/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Arizona,SurveyMonkey,U.S. President,9/22/20,10/20/20,Trump,13254,Donald Trump,REP,45
Ohio,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/18/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Ohio,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/18/20,10/19/20,Trump,13254,Donald Trump,REP,47
Pennsylvania,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/18/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Pennsylvania,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/18/20,10/19/20,Trump,13254,Donald Trump,REP,47
Iowa,Opinion Savvy/InsiderAdvantage,U.S. President,10/18/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45.1
Iowa,Opinion Savvy/InsiderAdvantage,U.S. President,10/18/20,10/19/20,Trump,13254,Donald Trump,REP,44.6
Iowa,Opinion Savvy/InsiderAdvantage,U.S. President,10/18/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,2.4
Arizona,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/18/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Arizona,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/18/20,10/19/20,Trump,13254,Donald Trump,REP,46
Georgia,Emerson College,U.S. President,10/17/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Georgia,Emerson College,U.S. President,10/17/20,10/19/20,Trump,13254,Donald Trump,REP,48.4
,SurveyMonkey,U.S. President,10/17/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,SurveyMonkey,U.S. President,10/17/20,10/19/20,Trump,13254,Donald Trump,REP,45
,SurveyMonkey,U.S. President,10/17/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
,SurveyMonkey,U.S. President,10/17/20,10/19/20,Trump,13254,Donald Trump,REP,46
,Morning Consult,U.S. President,10/17/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,Morning Consult,U.S. President,10/17/20,10/19/20,Trump,13254,Donald Trump,REP,43
Arizona,Change Research,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Arizona,Change Research,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,45
Florida,Change Research,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Florida,Change Research,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,45
Michigan,Change Research,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Michigan,Change Research,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,44
North Carolina,Change Research,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
North Carolina,Change Research,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,47
Pennsylvania,Change Research,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Pennsylvania,Change Research,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,47
Wisconsin,Change Research,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Wisconsin,Change Research,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,44
,SurveyUSA,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,SurveyUSA,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,43
Pennsylvania,Quinnipiac University,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Pennsylvania,Quinnipiac University,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,43
Texas,Quinnipiac University,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Texas,Quinnipiac University,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,47
Wisconsin,Susquehanna Polling & Research Inc.,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Wisconsin,Susquehanna Polling & Research Inc.,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,45
Wisconsin,Susquehanna Polling & Research Inc.,U.S. President,10/16/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,5
,Quinnipiac University,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Quinnipiac University,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,41
North Carolina,Meredith College,U.S. President,10/16/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.1
North Carolina,Meredith College,U.S. President,10/16/20,10/19/20,Trump,13254,Donald Trump,REP,44
North Carolina,Meredith College,U.S. President,10/16/20,10/19/20,Blankenship,15856,Don Blankenship,CON,0.1
North Carolina,Meredith College,U.S. President,10/16/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,0.6
North Carolina,Meredith College,U.S. President,10/16/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,1.3
,IBD/TIPP,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.1
,IBD/TIPP,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,45.8
,IBD/TIPP,U.S. President,10/15/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,3
,IBD/TIPP,U.S. President,10/15/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,0.9
,IBD/TIPP,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,IBD/TIPP,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,46.2
,Global Strategy Group/GBAO/Navigator Research,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,Global Strategy Group/GBAO/Navigator Research,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,43
Pennsylvania,Suffolk University,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.6
Pennsylvania,Suffolk University,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,42.4
Pennsylvania,Suffolk University,U.S. President,10/15/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,1.2
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,48
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,1
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,0
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,47
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Iowa,Monmouth University,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,46
,Qriously,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Qriously,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,39
,Qriously,U.S. President,10/15/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,1
,Qriously,U.S. President,10/15/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,1
Michigan,EPIC-MRA,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Michigan,EPIC-MRA,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,39
,GBAO,U.S. President,10/15/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,GBAO,U.S. President,10/15/20,10/19/20,Trump,13254,Donald Trump,REP,40
Arizona,RMG Research,U.S. President,10/14/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Arizona,RMG Research,U.S. President,10/14/20,10/19/20,Trump,13254,Donald Trump,REP,46
Wisconsin,Latino Decisions,U.S. President,10/14/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Wisconsin,Latino Decisions,U.S. President,10/14/20,10/19/20,Trump,13254,Donald Trump,REP,45
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,Trump,13254,Donald Trump,REP,45
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,Trump,13254,Donald Trump,REP,45
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,West,14699,Kanye West,IND,1
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Pennsylvania,Ipsos,U.S. President,10/13/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,0
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,Trump,13254,Donald Trump,REP,43
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,Trump,13254,Donald Trump,REP,45
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,West,14699,Kanye West,IND,1
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Wisconsin,Ipsos,U.S. President,10/13/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,0
Georgia,Siena College/The New York Times Upshot,U.S. President,10/13/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Georgia,Siena College/The New York Times Upshot,U.S. President,10/13/20,10/19/20,Trump,13254,Donald Trump,REP,45
Georgia,Siena College/The New York Times Upshot,U.S. President,10/13/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Georgia,Siena College/The New York Times Upshot,U.S. President,10/13/20,10/19/20,Hawkins,14612,Howie Hawkins,GRE,1
Virginia,ABC News/The Washington Post,U.S. President,10/13/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Virginia,ABC News/The Washington Post,U.S. President,10/13/20,10/19/20,Trump,13254,Donald Trump,REP,41
Virginia,ABC News/The Washington Post,U.S. President,10/13/20,10/19/20,Jorgensen,14611,Jo Jorgensen,LIB,3
,USC Dornsife/Los Angeles Times,U.S. President,10/6/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.55
,USC Dornsife/Los Angeles Times,U.S. President,10/6/20,10/19/20,Trump,13254,Donald Trump,REP,41.25
,USC Dornsife/Los Angeles Times,U.S. President,10/6/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,54.21
,USC Dornsife/Los Angeles Times,U.S. President,10/6/20,10/19/20,Trump,13254,Donald Trump,REP,41.15
,USC Dornsife/Los Angeles Times,U.S. President,10/6/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53.51
,USC Dornsife/Los Angeles Times,U.S. President,10/6/20,10/19/20,Trump,13254,Donald Trump,REP,41.87
Wyoming,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,32
Wyoming,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,66
Wyoming,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,32
Wyoming,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,66
West Virginia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,32
West Virginia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,66
West Virginia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,32
West Virginia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,66
Washington,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,61
Washington,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,37
Washington,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,62
Washington,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,37
Vermont,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,66
Vermont,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,32
Vermont,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
Vermont,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,32
Tennessee,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
Tennessee,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,55
Tennessee,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
Tennessee,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,57
South Dakota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
South Dakota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,53
South Dakota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
South Dakota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,53
Rhode Island,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
Rhode Island,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,31
Rhode Island,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
Rhode Island,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,32
Oregon,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,60
Oregon,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,39
Oregon,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,61
Oregon,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,38
Oklahoma,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
Oklahoma,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,56
Oklahoma,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
Oklahoma,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,58
Nevada,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Nevada,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,46
Nevada,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Nevada,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,48
Montana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Montana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,53
Montana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Montana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,53
Mississippi,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Mississippi,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,54
Mississippi,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,39
Mississippi,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,60
Missouri,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Missouri,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,51
Missouri,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Missouri,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,52
Minnesota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,54
Minnesota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,43
Minnesota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Minnesota,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,43
Michigan,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Michigan,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,44
Michigan,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Michigan,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,45
Maine,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,56
Maine,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,43
Maine,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,56
Maine,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,43
Maryland,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
Maryland,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,31
Maryland,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,66
Maryland,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,32
Massachusetts,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,69
Massachusetts,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,29
Massachusetts,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,69
Massachusetts,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,29
Louisiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Louisiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,53
Louisiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Louisiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,58
Kentucky,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
Kentucky,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,57
Kentucky,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
Kentucky,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,57
Kansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Kansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,50
Kansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Kansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,51
Indiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Indiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,54
Indiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Indiana,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,54
Illinois,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,59
Illinois,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,38
Illinois,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,58
Illinois,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,39
Iowa,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Iowa,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,49
Iowa,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Iowa,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,49
Hawaii,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,65
Hawaii,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,32
Hawaii,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,66
Hawaii,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,32
Georgia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Georgia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,46
Georgia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Georgia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,49
Florida,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Florida,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,48
Florida,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Florida,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,49
Delaware,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,64
Delaware,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,34
Delaware,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,63
Delaware,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,35
District of Columbia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,86
District of Columbia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,11
District of Columbia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,88
District of Columbia,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,10
Colorado,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,59
Colorado,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,39
Colorado,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,58
Colorado,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,41
California,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,62
California,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,35
California,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,62
California,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,36
Arkansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
Arkansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,56
Arkansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Arkansas,SurveyMonkey,U.S. President,9/22/20,10/19/20,Trump,13254,Donald Trump,REP,58
